solution_template_id,knowledge_point_id,template_text,template_text_zh-Hans,,,
5,61,"<div  class=""ex-text""  align=""center"">

$$
[[arg1]] \div [[arg2]]
$$

</div>

**Step 1:** First, identify the decimal point.
$$
[[arg1]]{\color{Salmon}.}
$$

In $[[arg1]]$ the decimal point is at the end of the number.

**Step 2:** When we dividing by [[arg2]], we move the decimal point [[calculate_digit_word(arg2)]] [[getPlaces(arg2)]] to the left.
$$
\begin{array}{lr}
&[[arg1]]{\color{Salmon}.}\\
\end{array}
\longrightarrow
\begin{array}{lr}
&[[getSide(arg1/(arg2), 1)]]{\color{Salmon}.}[[getSide(arg1/(arg2), 2)]]\\
\end{array}
$$

So the answer is $[[getAnswer(arg1, arg2)]]$","<div  class=""ex-text""  align=""center"">

$$
[[arg1]] \div [[arg2]]
$$

</div>

**步骤 1：** 首先，识别小数点的位置。
$$
[[arg1]]{\color{Salmon}.}
$$

在 $[[arg1]]$ 中，小数点位于数字的末尾。

**步骤 2：** 当我们用 [[arg2]] 相除时，移动小数点 [[calculate_digit_word(arg2)]] [[getPlaces(arg2)]] 向左。
$$
\begin{array}{lr}
&[[arg1]]{\color{Salmon}.}\\
\end{array}
\longrightarrow
\begin{array}{lr}
&[[getSide(arg1/(arg2), 1)]]{\color{Salmon}.}[[getSide(arg1/(arg2), 2)]]\\
\end{array}
$$

所以答案是 $[[getAnswer(arg1, arg2)]]$",,,
1,62,"<div  class=""ex-text""  align=""center"">

$$
[[arg1]] \times [[arg2]]
$$

</div>

**Step 1:** Ignore the decimal point for now and start by multiplying the numbers as if they were both whole numbers.
$$
\begin{array}{l r}
&[[getWholeNum(arg1)]]\:\:\:\\
\times&[[getWholeNum(arg2)]]\:\:\:\\
\hline
&{\color{Salmon}[[getWholeNum(arg1)*getWholeNum(arg2)]]}\:\:\:\\
\end{array}
$$

**Step 2:** Determine the number of places behind the decimal in the original decimal number. In this case, the number is [[getDecimalPlaces(arg1, arg2)]].

**Step 3:** Move the decimal [[getPlaces(getDecimalPlaces(arg1, arg2))]] to the left in the product.
$$
\begin{array}{l r}
&[[getColor(arg1)]]\:\:\:\\
\times&[[getColor(arg2)]]\:\:\:\\
\hline
&{\color{Salmon}[[round(arg1*arg2, getDecimalPlaces(arg1, arg2))]]}\:\:\:\\
\end{array}
$$

So $[[arg1]] \times [[arg2]] = [[round(arg1*arg2, getDecimalPlaces(arg1, arg2))]]$[[simplifyAnswer(arg1*arg2)]]","<div  class=""ex-text""  align=""center"">

$$
[[arg1]] \times [[arg2]]
$$

</div>

**第一步：** 先忽略小数点，把两个数字当成整数相乘。
$$
\begin{array}{l r}
&[[getWholeNum(arg1)]]\:\:\:\\
\times&[[getWholeNum(arg2)]]\:\:\:\\
\hline
&{\color{Salmon}[[getWholeNum(arg1)*getWholeNum(arg2)]]}\:\:\:\\
\end{array}
$$

**第二步：** 确定原始小数中小数点后的位数。在这个例子中，位数为 [[getDecimalPlaces(arg1, arg2)]]。

**第三步：**将小数点向左移动 [[getPlaces(getDecimalPlaces(arg1, arg2))]] 位，以调整乘积。
$$
\begin{array}{l r}
&[[getColor(arg1)]]\:\:\:\\
\times&[[getColor(arg2)]]\:\:\:\\
\hline
&{\color{Salmon}[[round(arg1*arg2, getDecimalPlaces(arg1, arg2))]]}\:\:\:\\
\end{array}
$$

所以 $[[arg1]] \times [[arg2]] = [[round(arg1*arg2, getDecimalPlaces(arg1, arg2))]]$[[simplifyAnswer(arg1*arg2)]]",,,
9,64,"<div  class=""ex-text""  align=""center"">

Find the Mean for $[[arg1]]$

</div>

**Step 1:** Add all the numbers together.

$$
[[getSummationEquation(arg1)]]
$$

**Step 2:** Count how many numbers there are. In this case, there [[getNumbers(arg1)]].

**Step 3:** Divide the sum of the numbers by the count of the numbers.

$$
[[mean(arg1)]]
$$

So the answer is $[[mean(arg1, 2)]]$.","<div  class=""ex-text""  align=""center"">

找到 $[[arg1]]$ 的平均值

</div>

**第1步:** 将所有数字加在一起计算出总和。

$$
[[getSummationEquation(arg1)]]
$$

**第2步:** 计算数字的个数。这种情况下，一共有 [[getNumbers(arg1)]] 个数字。

**第3步:** 将数字的总和除以数字的个数。

$$
[[mean(arg1)]]
$$

所以答案是 $[[mean(arg1, 2)]]$。",,,
6,65,"<div  class=""ex-text""  align=""center"">

Find the Median for $[[arg1]]$

</div>

**Step 1:** Sort the numbers in ascending order, or descending if you wish.
$$
[[getList(arg1)]]
$$

**Step 2:** Find the middle number(s).

[[getPositionStatement(arg1)]]
$$
[[getHighlightedMedian(arg1)]]
$$
[[getStatementForEven(arg1)]]

So the answer is $[[getAnswer(arg1)]]$.","<div  class=""ex-text""  align=""center"">

找到 $[[arg1]]$ 的中位数

</div>

**步骤 1：** 将数字按升序或降序排列均可。
$$
[[getList(arg1)]]
$$

**步骤 2：** 找到中间数字。

[[getPositionStatement(arg1)]]
$$
[[getHighlightedMedian(arg1)]]
$$
[[getStatementForEven(arg1)]]

所以答案是 $[[getAnswer(arg1)]]$。",,,
12,66,"<div  class=""ex-text""  align=""center"">

Find the Mode for $[[arg1]]$

</div>

**Step 1:** Sort the numbers in ascending order, or descending if you wish. This will make counting easier and more accurate. But it's optional.
$$
[[getList(arg1)]]
$$

**Step 2:** Find the number(s) with most occurrence.
$$
[[getHighlightedOccurences(arg1)]]
$$

So the answer is $[[mode(arg1)]]$.","<div  class=""ex-text""  align=""center"">

找到 $[[arg1]]$ 的众数

</div>

**步骤 1：**可以将数字按升序或降序排序，这样有助于计数更加简单和准确，但这并不是必须的。
$$
[[getList(arg1)]]
$$

**步骤 2：** 找到出现次数最多的数字。
$$
[[getHighlightedOccurences(arg1)]]
$$

所以答案是 $[[mode(arg1)]]$。",,,
14,67,"<div class=""ex-text"">

$$
[[arg1]]^[[arg2]] = ?
$$

</div>

The number [[getRep(arg1)]] with an exponent of [[getRep(arg2)]]. This means you take the number [[arg1]] and multiply it by itself [[getRep(arg2)]] times. $[[arg1]]^[[arg2]]$ read as ""[[getRep(arg1)]] to the power of [[getRep(arg2)]]"" [[getAlternateName(arg1, arg2)]].
$$
[[getExpanded(arg1, arg2)]] = [[arg1**arg2]]
$$","<div class=""ex-text"">

$$
[[arg1]]^[[arg2]] = ?
$$

</div>

数字 [[getRep(arg1)]] 的指数为 [[getRep(arg2)]]。这意味着你将数字 [[arg1]] 乘以它自己 [[getRep(arg2)]] 次。 $[[arg1]]^[[arg2]]$ 读作 ""[[getRep(arg1)]] 的 [[getRep(arg2)]] 次方"" [[getAlternateName(arg1, arg2)]]。
$$
[[getExpanded(arg1, arg2)]] = [[arg1**arg2]]
$$",,,
48,68,"<div class=""ex-text"">

$$
[[getExpression(arg1)]] = ?
$$

</div>

[[getSteps(arg1)]]

So, the final answer to the expression is [[eval(arg1)]].
</div>
</div>","<div class=""ex-text"">

$$
[[getExpression(arg1)]] = ?
$$

</div>

[[getSteps(arg1)]]

因此，该表达式的最终答案是 [[eval(arg1)]]。
</div>
</div>",,,
45,69,"<div class=""ex-text"">

$$
[[getEquation(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8)]]
$$

</div>

**Step 1:** Convert any division to multiplication
$$
[[getEquation(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8)]] = [[getEquation(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, True)]]
$$

**Step 2:**  Check if any fractions can be simplified. If so, look for the greatest common divisor between the numerator and the denominator. [[getSteps(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8)]]

The answer is $[[getFinalAnswer(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8)]]$.
</div>
</div>","<div class=""ex-text"">

$$
[[getEquation(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8)]]
$$

</div>

**步骤 1:** 将任何除法转换为乘法
$$
[[getEquation(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8)]] = [[getEquation(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, True)]]
$$

**步骤 2:** 检查是否有分数可以简化。如果可以，寻找分子和分母之间的最大公约数。 [[getSteps(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8)]]

答案是 $[[getFinalAnswer(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8)]]$.
</div>
</div>",,,
8,70,"<div class=""ex-text"">

$$
\frac{[[arg1]]}{[[arg2]]} +  \frac{[[arg3]]}{[[arg4]]} +  \frac{[[arg5]]}{[[arg6]]} = ?
$$

</div>

**Step 1:** Fractions need to have the same denominator.  We First need to calculate the LCM of all three denominators.

[[arg2]], [[arg4]] and [[arg6]] share a common denominator of **[[lcm(arg2, arg4, arg6)]]**.


**Step 2:** For each fraction, adjust the numerator. Multiply the numerator and denominator of each fraction by the same factor to make the denominators match.

$$
\frac{[[arg1]]}{[[arg2]]} +  \frac{[[arg3]]}{[[arg4]]} +  \frac{[[arg5]]}{[[arg6]]} = \frac{[[arg1]]×[[lcm_of_three//arg2]]}{[[arg2]]×[[lcm_of_three//arg2]]} +  \frac{[[arg3]]×[[lcm_of_three//arg4]]}{[[arg4]]×[[lcm_of_three//arg4]]} +  \frac{[[arg5]]×[[lcm_of_three//arg6]]}{[[arg6]]×[[lcm_of_three//arg6]]} =  \frac{[[arg1*lcm_of_three//arg2]]}{[[lcm_of_three]]} +  \frac{[[arg3*lcm_of_three//arg4]]}{[[lcm_of_three]]} +  \frac{[[arg5*lcm_of_three//arg6]]}{[[lcm_of_three]]}
$$

**Step 3:** Add the numerators and simplify if needed.
check if fraction is at its lowest term.
$$
\frac{[[arg1*lcm_of_three//arg2]]}{[[lcm_of_three]]} +  \frac{[[arg3*lcm_of_three//arg4]]}
{[[lcm_of_three]]} +  \frac{[[arg5*lcm_of_three//arg6]]}{[[lcm_of_three]]} = [[getAnswer(arg1,arg2,arg3,arg4,arg5,arg6,2)]]

$$

The answer is $[[getAnswer(arg1,arg2,arg3,arg4,arg5,arg6,2)]]$.","<div class=""ex-text"">

$$
\frac{[[arg1]]}{[[arg2]]} +  \frac{[[arg3]]}{[[arg4]]} +  \frac{[[arg5]]}{[[arg6]]} = ?
$$

</div>

**步骤 1：** 要使所有分数具有相同的分母，我们首先需要计算这三个分母的最小公倍数。

[[arg2]]、[[arg4]] 和 [[arg6]] 共享一个公分母 **[[lcm(arg2, arg4, arg6)]]**。


**步骤 2：**对每个分数，调整其分子和分母。将分子和分母同时乘以相同的因数，使所有分数的分母相同。
$$
\frac{[[arg1]]}{[[arg2]]} +  \frac{[[arg3]]}{[[arg4]]} +  \frac{[[arg5]]}{[[arg6]]} = \frac{[[arg1]]×[[lcm_of_three//arg2]]}{[[arg2]]×[[lcm_of_three//arg2]]} +  \frac{[[arg3]]×[[lcm_of_three//arg4]]}{[[arg4]]×[[lcm_of_three//arg4]]} +  \frac{[[arg5]]×[[lcm_of_three//arg6]]}{[[arg6]]×[[lcm_of_three//arg6]]} =  \frac{[[arg1*lcm_of_three//arg2]]}{[[lcm_of_three]]} +  \frac{[[arg3*lcm_of_three//arg4]]}{[[lcm_of_three]]} +  \frac{[[arg5*lcm_of_three//arg6]]}{[[lcm_of_three]]}
$$

**步骤 3：** 相加分子，并在需要时简化。
检查分数是否处于最简形式。
$$
\frac{[[arg1*lcm_of_three//arg2]]}{[[lcm_of_three]]} +  \frac{[[arg3*lcm_of_three//arg4]]}
{[[lcm_of_three]]} +  \frac{[[arg5*lcm_of_three//arg6]]}{[[lcm_of_three]]} = [[getAnswer(arg1,arg2,arg3,arg4,arg5,arg6,2)]]

$$

答案是 $[[getAnswer(arg1,arg2,arg3,arg4,arg5,arg6,2)]]$.",,,
7,71,"<div class=""ex-text"">

$$
\frac{[[arg1]]}{[[arg2]]} [[arg7]] \frac{[[arg3]]}{[[arg4]]} [[arg8]] \frac{[[arg5]]}{[[arg6]]} = ?
$$

</div>

**Step 1:** Fractions need to have the same denominator. Find the LCM of all three denominators.

We can see that [[arg2]], [[arg4]] and [[arg6]] have an LCM of **[[lcm(arg2, arg4, arg6)]]**.

**Step 2:** For each fraction, adjust the numerator. Multiply the numerator and denominator of each fraction by the same factor to make the denominators match.
$$
\frac{[[arg1]]}{[[arg2]]} [[arg7]] \frac{[[arg3]]}{[[arg4]]} [[arg8]] \frac{[[arg5]]}{[[arg6]]} = \frac{[[arg1]]×[[lcm(arg2, arg4, arg6)//arg2]]}{[[arg2]]×[[lcm(arg2, arg4, arg6)//arg2]]} [[arg7]] \frac{[[arg3]]×[[lcm(arg2, arg4, arg6)//arg4]]}{[[arg4]]×[[lcm(arg2, arg4, arg6)//arg4]]} [[arg8]] \frac{[[arg5]]×[[lcm(arg2, arg4, arg6)//arg6]]}{[[arg6]]×[[lcm(arg2, arg4, arg6)//arg6]]} = \frac{[[arg1*lcm(arg2, arg4, arg6)//arg2]]}{[[arg2*lcm(arg2, arg4, arg6)//arg2]]} [[arg7]] \frac{[[arg3*lcm(arg2, arg4, arg6)//arg4]]}{[[arg4*lcm(arg2, arg4, arg6)//arg4]]} [[arg8]] \frac{[[arg5*lcm(arg2, arg4, arg6)//arg6]]}{[[arg6*lcm(arg2, arg4, arg6)//arg6]]}
$$

**Step 3:** Go from left to right and add or subtract depending on the sign. Simplify if needed.
$$
\frac{[[arg1*lcm(arg2, arg4, arg6)//arg2]]}{[[arg2*lcm(arg2, arg4, arg6)//arg2]]} [[arg7]] \frac{[[arg3*lcm(arg2, arg4, arg6)//arg4]]}{[[arg4*lcm(arg2, arg4, arg6)//arg4]]} [[arg8]] \frac{[[arg5*lcm(arg2, arg4, arg6)//arg6]]}{[[arg6*lcm(arg2, arg4, arg6)//arg6]]}[[getAnswer(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, 1)]]
$$
The answer is $[[getAnswer(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, 2)]]$.
</div>","<div class=""ex-text"">

$$
\frac{[[arg1]]}{[[arg2]]} [[arg7]] \frac{[[arg3]]}{[[arg4]]} [[arg8]] \frac{[[arg5]]}{[[arg6]]} = ?
$$

</div>

**步骤 1：** 要使所有分数具有相同的分母，我们首先需要计算这三个分母的最小公倍数。

我们可以看到 [[arg2]]、[[arg4]] 和 [[arg6]] 的最小公倍数是 **[[lcm(arg2, arg4, arg6)]]**。

**步骤 2：** 对每个分数，调整其分子和分母。将分子和分母同时乘以相同的因数，使所有分数的分母相同。
$$
\frac{[[arg1]]}{[[arg2]]} [[arg7]] \frac{[[arg3]]}{[[arg4]]} [[arg8]] \frac{[[arg5]]}{[[arg6]]} = \frac{[[arg1]]×[[lcm(arg2, arg4, arg6)//arg2]]}{[[arg2]]×[[lcm(arg2, arg4, arg6)//arg2]]} [[arg7]] \frac{[[arg3]]×[[lcm(arg2, arg4, arg6)//arg4]]}{[[arg4]]×[[lcm(arg2, arg4, arg6)//arg4]]} [[arg8]] \frac{[[arg5]]×[[lcm(arg2, arg4, arg6)//arg6]]}{[[arg6]]×[[lcm(arg2, arg4, arg6)//arg6]]} = \frac{[[arg1*lcm(arg2, arg4, arg6)//arg2]]}{[[arg2*lcm(arg2, arg4, arg6)//arg2]]} [[arg7]] \frac{[[arg3*lcm(arg2, arg4, arg6)//arg4]]}{[[arg4*lcm(arg2, arg4, arg6)//arg4]]} [[arg8]] \frac{[[arg5*lcm(arg2, arg4, arg6)//arg6]]}{[[arg6*lcm(arg2, arg4, arg6)//arg6]]}
$$

**步骤 3：** 从左到右，根据符号进行加法或减法。如果结果为假分数，再进行简化。
$$
\frac{[[arg1*lcm(arg2, arg4, arg6)//arg2]]}{[[arg2*lcm(arg2, arg4, arg6)//arg2]]} [[arg7]] \frac{[[arg3*lcm(arg2, arg4, arg6)//arg4]]}{[[arg4*lcm(arg2, arg4, arg6)//arg4]]} [[arg8]] \frac{[[arg5*lcm(arg2, arg4, arg6)//arg6]]}{[[arg6*lcm(arg2, arg4, arg6)//arg6]]}[[getAnswer(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, 1)]]
$$
答案是 $[[getAnswer(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, 2)]]$。
</div>",,,
11,72,"<div class=""ex-text"">

$$
[[getExpression(arg1)]] = ?
$$

</div>

[[getSteps(arg1)]]

The answer is $[[getAnswer()]]$.","<div class=""ex-text"">

$$
[[getExpression(arg1)]] = ?
$$

</div>

[[getSteps(arg1)]]

答案是 $[[getAnswer()]]$。",,,
15,73,"<div class=""ex-text"">

$$
[[getExpression(arg1)]] = ?
$$

</div>

[[getSteps(arg1)]]

The answer is $[[getAnswer()]]$.","<div class=""ex-text"">

$$
[[getExpression(arg1)]] = ?
$$

</div>

[[getSteps(arg1)]]

答案是 $[[getAnswer()]]$.",,,
